id,name,faction_id,source_id,legend,role,loadout,transport,virtual,leader_head,leader_footer,damaged_w,damaged_description,link
54,Big Trakk,ORK,243,"Made for when a normal Trukk just isn't big enough, Big Trakks are heavy rigs that can carry the Orks over the worst terrain or mount their Big Gunz and lots of gear. They are not all that fast, nor are they as tough as a full-blown Battlewagon, but Big Trakks make up for these shortfalls with their hauling power.",Other,<b>This model is equipped with:</b> 2 big shootas; armoured hull.,"This model has a transport capacity of 12 <span class=""tooltip00076"" data-tooltip-content=""#tooltip_content00076"" data-tooltip-anchor=""#tooltip_content00076""><span class=""kwb"">ORKS</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00362"" data-tooltip-content=""#tooltip_content00362"" data-tooltip-anchor=""#tooltip_content00362""><span class=""kwb"">MEGA</span> <span class=""kwb"">ARMOUR</span></span> or <span class=""tooltip00363"" data-tooltip-content=""#tooltip_content00363"" data-tooltip-anchor=""#tooltip_content00363""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span> model takes up the space of 2 models. This model cannot transport <a class=""kwbOne"" href=""/wh40k10ed/factions/orks/Ghazghkull-Thraka""><span class=""kwb kwbo"">GHAZGHKULL</span> <span class=""kwb kwbo"">THRAKA</span></a> models.",FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/orks/Big-Trakk
55,Kannonwagon,ORK,243,,Other,<b>This model is equipped with:</b> supa-kannon; spiked ram.,"This model has a transport capacity of 6 <span class=""tooltip00076"" data-tooltip-content=""#tooltip_content00076"" data-tooltip-anchor=""#tooltip_content00076""><span class=""kwb"">ORKS</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00362"" data-tooltip-content=""#tooltip_content00362"" data-tooltip-anchor=""#tooltip_content00362""><span class=""kwb"">MEGA</span> <span class=""kwb"">ARMOUR</span></span> or <span class=""tooltip00363"" data-tooltip-content=""#tooltip_content00363"" data-tooltip-anchor=""#tooltip_content00363""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span> model takes up the space of 2 models. This model cannot transport <a href=""/wh40k10ed/factions/orks/Ghazghkull-Thraka"">Ghazghkull Thraka</a>.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/orks/Kannonwagon
56,Kill Tank,ORK,243,"Kill Tanks are the Ork answer to super-heavy tank design. Hulking, slab-sided machines, they sport a shovel-bladed prow for ramming aside obstacles and flimsier vehicles, and a wide-bore siege mortar that fires huge rocket-boosted ordnance capable of wiping out hardened bunkers and rival vehicles with a single hit.",Other,<b>This model is equipped with:</b> bursta kannon; skorcha; twin big shoota; reinforced ram.,"This model has a transport capacity of 12 <span class=""tooltip00076"" data-tooltip-content=""#tooltip_content00076"" data-tooltip-anchor=""#tooltip_content00076""><span class=""kwb"">ORKS</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00362"" data-tooltip-content=""#tooltip_content00362"" data-tooltip-anchor=""#tooltip_content00362""><span class=""kwb"">MEGA</span> <span class=""kwb"">ARMOUR</span></span> or <span class=""tooltip00363"" data-tooltip-content=""#tooltip_content00363"" data-tooltip-anchor=""#tooltip_content00363""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span> model takes up the space of 2 models. It cannot transport <a href=""/wh40k10ed/factions/orks/Ghazghkull-Thraka"">Ghazghkull Thraka</a>.",FALSE,,,45665,"While this model has 1-8 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/orks/Kill-Tank
57,Chinork Warkopta,ORK,243,,Other,<b>This model is equipped with:</b> big shoota; 2 deffguns; armoured hull.,"This model has a transport capacity of 12 <span class=""tooltip00076"" data-tooltip-content=""#tooltip_content00076"" data-tooltip-anchor=""#tooltip_content00076""><span class=""kwb"">ORKS</span> <span class=""kwb"">INFANTRY</span></span> models. This model cannot transport <a href=""/wh40k10ed/factions/orks/Ghazghkull-Thraka"">Ghazghkull Thraka</a>, <span class=""tooltip00362"" data-tooltip-content=""#tooltip_content00362"" data-tooltip-anchor=""#tooltip_content00362""><span class=""kwb"">MEGA</span> <span class=""kwb"">ARMOUR</span></span> or <span class=""tooltip00363"" data-tooltip-content=""#tooltip_content00363"" data-tooltip-anchor=""#tooltip_content00363""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span> models.",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/orks/Chinork-Warkopta
59,Gargantuan Squiggoth,ORK,242,"Squiggoths can grow in size indefinitely. The larger they get, the more prized they become in the eyes of Ork Warbosses, whose simple minds see them for the colossal living weapons they are. Kitted out with armour, guns and bellowing passengers, truly giant specimens are walking bastions, their momentum all but unstoppable.",Other,<b>This model is equipped with:</b> huge tusks.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 20 <span class=""tooltip00076"" data-tooltip-content=""#tooltip_content00076"" data-tooltip-anchor=""#tooltip_content00076""><span class=""kwb"">ORKS</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00362"" data-tooltip-content=""#tooltip_content00362"" data-tooltip-anchor=""#tooltip_content00362""><span class=""kwb"">MEGA</span> <span class=""kwb"">ARMOUR</span></span> or <span class=""tooltip00363"" data-tooltip-content=""#tooltip_content00363"" data-tooltip-anchor=""#tooltip_content00363""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span> model takes up the space of 2 models. <a class=""kwbOne"" href=""/wh40k10ed/factions/orks/Ghazghkull-Thraka""><span class=""kwb kwbo"">GHAZGHKULL</span> <span class=""kwb kwbo"">THRAKA</span></a> takes up the space of 18 models. If this model is equipped with a supa-kannon, it has a transport capacity of 15 <span class=""kwb"">ORKS</span> <span class=""kwb"">INFANTRY</span> models.",FALSE,,,45667,"While this model has 1-10 wounds remaining, subtract 6 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/orks/Gargantuan-Squiggoth
60,Apothecary Biologis,SM,139,"Clad in Gravis armour, the Apothecary Biologis can advance through storms of enemy fire, vivispectrum at the ready to take bio-material samples for later analysis, whether that be xenos flesh, viral weapons casings or esoteric gene-tech.",Characters,<b>This model is equipped with:</b> absolvor bolt pistol; close combat weapon.,,FALSE,,"<i>You can attach this model to one of the above units even if one <span class=""tooltip00364"" data-tooltip-content=""#tooltip_content00364"" data-tooltip-anchor=""#tooltip_content00364""><span class=""kwb"">CAPTAIN</span></span> or <span class=""tooltip00365"" data-tooltip-content=""#tooltip_content00365"" data-tooltip-anchor=""#tooltip_content00365""><span class=""kwb"">CHAPTER</span> <span class=""kwb"">MASTER</span></span> model has already been attached to it. If you do, and that <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> unit is destroyed, the <span class=""kwb"">LEADER</span> units attached to it become separate units, with their original <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strengths</a>.</i>",,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Apothecary-Biologis
61,Assault Squad,SM,239,"Experts in brutal close-quarters fighting, Assault Squads take pride in drawing the most gruelling battlefield assignments. On foot they are merciless trench-clearers, bunker-purgers and charge-breakers, slaughtering all before them with gouts of flamer fire and roaring chainswords.",Other,<b>Every model is equipped with:</b> bolt pistol; Astartes chainsword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Assault-Squad
63,Apothecary On Bike,SM,239,,Characters,<b>This model is equipped with:</b> bolt pistol; twin boltgun; Astartes chainsword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Apothecary-On-Bike
64,Assault Squad With Jump Packs,SM,239,"Thanks to their powerful jump packs, these warriors soar over the battlefield, slamming into the foe and cutting them down with point-blank bolt pistol fire and furious chainsword hacks before shooting off to their next target.",Other,<b>Every model is equipped with:</b> bolt pistol; Astartes chainsword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Assault-Squad-With-Jump-Packs
65,Land Raider,SM,139,"Land Raiders are mobile fortresses that bear squads of Space Marines through the most furious firestorms without so much as a scratch. Their machine spirits are so potent that if the crew are slain they will take over, making the tank a truly formidable asset.",Other,<b>This model is equipped with:</b> twin heavy bolter; 2 godhammer lascannons; armoured tracks.,"This model has a transport capacity of 12 <span class=""tooltip00366"" data-tooltip-content=""#tooltip_content00366"" data-tooltip-anchor=""#tooltip_content00366""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span> or <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models and each <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span> model takes up the space of 3 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Raider
66,Land Raider Crusader,SM,139,"The Land Raider Crusader is a superlative assault tank. Its bulk enables it to crush enemy defences, and its prodigious firepower cuts their defenders to ribbons. With an enhanced transport capacity, once it has stormed enemy defences, Space Marines pour from its hatches to slaughter those foes who remain.",Other,<b>This model is equipped with:</b> 2 hurricane bolters; twin assault cannon; armoured tracks.,"This model has a transport capacity of 16 <span class=""tooltip00366"" data-tooltip-content=""#tooltip_content00366"" data-tooltip-anchor=""#tooltip_content00366""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span> or <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models and each <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span> model takes up the space of 3 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Raider-Crusader
67,Land Raider Excelsior,SM,239,,Other,<b>This model is equipped with:</b> grav-cannon; 2 Godhammer lascannon; armoured tracks.,"This model has a transport capacity of 12 <span class=""tooltip00366"" data-tooltip-content=""#tooltip_content00366"" data-tooltip-anchor=""#tooltip_content00366""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span> or <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models and each <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span> model takes up the space of 3 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Raider-Excelsior
